대학교 이름,가게 이름,가게 평균 평점,리뷰어 리뷰수,가게 방문수
서울시립대학교,아일랜드비,4.8,19.0,6
서울시립대학교,아일랜드비,4.8,20.0,1
서울시립대학교,아일랜드비,4.8,15.0,2
서울시립대학교,아일랜드비,4.8,16.0,2
서울시립대학교,아일랜드비,4.8,7.0,1
서울시립대학교,아일랜드비,4.8,20.0,1
서울시립대학교,아일랜드비,4.8,46.0,1
서울시립대학교,아일랜드비,4.8,2.0,1
서울시립대학교,아일랜드비,4.8,8.0,1
서울시립대학교,아일랜드비,4.8,217.0,1
서울시립대학교,아일랜드비,4.8,17.0,1
서울시립대학교,아일랜드비,4.8,27.0,1
서울시립대학교,아일랜드비,4.8,9.0,1
서울시립대학교,아일랜드비,4.8,5.0,1
서울시립대학교,아일랜드비,4.8,61.0,1
서울시립대학교,아일랜드비,4.8,410.0,1
서울시립대학교,아일랜드비,4.8,15.0,1
서울시립대학교,아일랜드비,4.8,18.0,1
서울시립대학교,아일랜드비,4.8,21.0,6
서울시립대학교,아일랜드비,4.8,23.0,1
서울시립대학교,아일랜드비,4.8,41.0,1
서울시립대학교,아일랜드비,4.8,80.0,1
서울시립대학교,아일랜드비,4.8,8.0,1
서울시립대학교,아일랜드비,4.8,16.0,1
서울시립대학교,아일랜드비,4.8,36.0,1
서울시립대학교,아일랜드비,4.8,15.0,1
서울시립대학교,아일랜드비,4.8,8.0,1
서울시립대학교,아일랜드비,4.8,16.0,1
서울시립대학교,아일랜드비,4.8,301.0,1
서울시립대학교,아일랜드비,4.8,10.0,1
서울시립대학교,아일랜드비,4.8,9.0,1
서울시립대학교,아일랜드비,4.8,2.0,1
서울시립대학교,아일랜드비,4.8,123.0,1
서울시립대학교,아일랜드비,4.8,37.0,3
서울시립대학교,아일랜드비,4.8,25.0,1
서울시립대학교,아일랜드비,4.8,22.0,1
서울시립대학교,아일랜드비,4.8,7.0,1
서울시립대학교,아일랜드비,4.8,8.0,1
서울시립대학교,아일랜드비,4.8,5.0,1
서울시립대학교,아일랜드비,4.8,35.0,1
서울시립대학교,아일랜드비,4.8,32.0,2
서울시립대학교,아일랜드비,4.8,189.0,1
서울시립대학교,아일랜드비,4.8,12.0,1
서울시립대학교,아일랜드비,4.8,373.0,1
서울시립대학교,아일랜드비,4.8,5.0,2
서울시립대학교,아일랜드비,4.8,31.0,6
서울시립대학교,아일랜드비,4.8,16.0,1
서울시립대학교,아일랜드비,4.8,21.0,1
서울시립대학교,아일랜드비,4.8,28.0,1
서울시립대학교,아일랜드비,4.8,170.0,1
서울시립대학교,아일랜드비,4.8,7.0,1
서울시립대학교,아일랜드비,4.8,386.0,2
서울시립대학교,아일랜드비,4.8,31.0,4
서울시립대학교,아일랜드비,4.8,107.0,1
서울시립대학교,아일랜드비,4.8,197.0,1
서울시립대학교,아일랜드비,4.8,48.0,1
서울시립대학교,아일랜드비,4.8,6.0,2
서울시립대학교,아일랜드비,4.8,231.0,1
서울시립대학교,톤톤,4.6,79.0,8
서울시립대학교,톤톤,4.6,234.0,1
서울시립대학교,톤톤,4.6,76.0,1
서울시립대학교,톤톤,4.6,70.0,1
서울시립대학교,톤톤,4.6,383.0,1
서울시립대학교,톤톤,4.6,605.0,1
서울시립대학교,톤톤,4.6,9.0,1
서울시립대학교,톤톤,4.6,475.0,6
서울시립대학교,톤톤,4.6,6.0,1
서울시립대학교,톤톤,4.6,301.0,3
서울시립대학교,톤톤,4.6,38.0,1
서울시립대학교,톤톤,4.6,10.0,1
서울시립대학교,톤톤,4.6,30.0,1
서울시립대학교,톤톤,4.6,62.0,1
서울시립대학교,톤톤,4.6,886.0,1
서울시립대학교,톤톤,4.6,15.0,1
서울시립대학교,톤톤,4.6,85.0,1
서울시립대학교,톤톤,4.6,552.0,1
서울시립대학교,톤톤,4.6,608.0,1
서울시립대학교,톤톤,4.6,24.0,1
서울시립대학교,톤톤,4.6,475.0,5
서울시립대학교,톤톤,4.6,475.0,4
서울시립대학교,톤톤,4.6,77.0,2
서울시립대학교,톤톤,4.6,165.0,1
서울시립대학교,톤톤,4.6,949.0,1
서울시립대학교,톤톤,4.6,512.0,1
서울시립대학교,톤톤,4.6,8.0,1
서울시립대학교,톤톤,4.6,641.0,1
서울시립대학교,톤톤,4.6,5.0,1
서울시립대학교,톤톤,4.6,829.0,1
서울시립대학교,톤톤,4.6,951.0,1
서울시립대학교,톤톤,4.6,26.0,1
서울시립대학교,톤톤,4.6,131.0,1
서울시립대학교,톤톤,4.6,77.0,1
서울시립대학교,톤톤,4.6,31.0,2
서울시립대학교,톤톤,4.6,245.0,1
서울시립대학교,톤톤,4.6,395.0,2
서울시립대학교,톤톤,4.6,388.0,1
서울시립대학교,톤톤,4.6,684.0,1
서울시립대학교,톤톤,4.6,79.0,7
서울시립대학교,톤톤,4.6,31.0,1
서울시립대학교,톤톤,4.6,38.0,1
서울시립대학교,톤톤,4.6,431.0,9
서울시립대학교,톤톤,4.6,475.0,3
서울시립대학교,톤톤,4.6,131.0,1
서울시립대학교,톤톤,4.6,26.0,12
서울시립대학교,톤톤,4.6,373.0,3
서울시립대학교,톤톤,4.6,26.0,11
서울시립대학교,톤톤,4.6,836.0,1
서울시립대학교,톤톤,4.6,26.0,9
서울시립대학교,톤톤,4.6,395.0,1
서울시립대학교,톤톤,4.6,373.0,2
서울시립대학교,톤톤,4.6,179.0,1
서울시립대학교,톤톤,4.6,26.0,7
서울시립대학교,톤톤,4.6,8.0,5
서울시립대학교,톤톤,4.6,257.0,1
서울시립대학교,톤톤,4.6,117.0,1
서울시립대학교,톤톤,4.6,674.0,4
서울시립대학교,톤톤,4.6,72.0,1
서울시립대학교,톤톤,4.6,904.0,3
서울시립대학교,톤톤,4.6,128.0,1
서울시립대학교,톤톤,4.6,640.0,2
서울시립대학교,톤톤,4.6,79.0,6
서울시립대학교,톤톤,4.6,373.0,1
서울시립대학교,톤톤,4.6,95.0,1
서울시립대학교,톤톤,4.6,79.0,5
서울시립대학교,톤톤,4.6,439.0,1
서울시립대학교,커피빈 외대앞점,4.53,237.0,1
서울시립대학교,커피빈 외대앞점,4.53,237.0,2
서울시립대학교,커피빈 외대앞점,4.53,44.0,1
서울시립대학교,커피빈 외대앞점,4.53,754.0,9
서울시립대학교,커피빈 외대앞점,4.53,744.0,2
서울시립대학교,커피빈 외대앞점,4.53,207.0,1
서울시립대학교,커피빈 외대앞점,4.53,217.0,1
서울시립대학교,커피빈 외대앞점,4.53,44.0,1
서울시립대학교,커피빈 외대앞점,4.53,56.0,1
서울시립대학교,커피빈 외대앞점,4.53,187.0,1
서울시립대학교,커피빈 외대앞점,4.53,711.0,2
서울시립대학교,커피빈 외대앞점,4.53,167.0,1
서울시립대학교,커피빈 외대앞점,4.53,754.0,4
서울시립대학교,커피빈 외대앞점,4.53,419.0,1
서울시립대학교,커피빈 외대앞점,4.53,754.0,10
서울시립대학교,커피빈 외대앞점,4.53,106.0,1
서울시립대학교,커피빈 외대앞점,4.53,167.0,2
서울시립대학교,커피빈 외대앞점,4.53,754.0,8
서울시립대학교,커피빈 외대앞점,4.53,549.0,28
서울시립대학교,커피빈 외대앞점,4.53,754.0,7
서울시립대학교,커피빈 외대앞점,4.53,53.0,1
서울시립대학교,커피빈 외대앞점,4.53,472.0,3
서울시립대학교,커피빈 외대앞점,4.53,754.0,6
서울시립대학교,커피빈 외대앞점,4.53,754.0,5
서울시립대학교,커피빈 외대앞점,4.53,549.0,26
서울시립대학교,커피빈 외대앞점,4.53,89.0,2
서울시립대학교,커피빈 외대앞점,4.53,472.0,2
서울시립대학교,커피빈 외대앞점,4.53,754.0,2
서울시립대학교,커피빈 외대앞점,4.53,472.0,1
서울시립대학교,커피빈 외대앞점,4.53,314.0,1
서울시립대학교,커피빈 외대앞점,4.53,744.0,1
서울시립대학교,커피빈 외대앞점,4.53,549.0,23
서울시립대학교,커피빈 외대앞점,4.53,878.0,1
서울시립대학교,커피빈 외대앞점,4.53,362.0,12
서울시립대학교,커피빈 외대앞점,4.53,798.0,3
서울시립대학교,커피빈 외대앞점,4.53,369.0,3
서울시립대학교,커피빈 외대앞점,4.53,549.0,27
서울시립대학교,커피빈 외대앞점,4.53,362.0,13
서울시립대학교,커피빈 외대앞점,4.53,362.0,10
서울시립대학교,커피빈 외대앞점,4.53,418.0,1
서울시립대학교,커피빈 외대앞점,4.53,549.0,25
서울시립대학교,커피빈 외대앞점,4.53,549.0,24
서울시립대학교,커피빈 외대앞점,4.53,924.0,2
서울시립대학교,커피빈 외대앞점,4.53,369.0,2
서울시립대학교,커피빈 외대앞점,4.53,549.0,22
서울시립대학교,커피빈 외대앞점,4.53,362.0,11
서울시립대학교,커피빈 외대앞점,4.53,549.0,21
서울시립대학교,커피빈 외대앞점,4.53,732.0,1
서울시립대학교,커피빈 외대앞점,4.53,549.0,20
서울시립대학교,커피빈 외대앞점,4.53,362.0,9
서울시립대학교,커피빈 외대앞점,4.53,9.0,1
서울시립대학교,커피빈 외대앞점,4.53,24.0,1
서울시립대학교,커피빈 외대앞점,4.53,549.0,19
서울시립대학교,커피빈 외대앞점,4.53,549.0,18
서울시립대학교,커피빈 외대앞점,4.53,549.0,17
서울시립대학교,커피빈 외대앞점,4.53,287.0,4
서울시립대학교,커피빈 외대앞점,4.53,549.0,16
서울시립대학교,커피빈 외대앞점,4.53,287.0,3
서울시립대학교,커피빈 외대앞점,4.53,549.0,15
서울시립대학교,커피빈 외대앞점,4.53,549.0,14
서울시립대학교,커피빈 외대앞점,4.53,273.0,1
서울시립대학교,커피빈 외대앞점,4.53,752.0,24
서울시립대학교,커피빈 외대앞점,4.53,355.0,5
서울시립대학교,MODSPLACE,4.61,14.0,2
서울시립대학교,MODSPLACE,4.61,14.0,1
서울시립대학교,MODSPLACE,4.61,544.0,1
서울시립대학교,MODSPLACE,4.61,397.0,1
서울시립대학교,MODSPLACE,4.61,191.0,1
서울시립대학교,MODSPLACE,4.61,24.0,1
서울시립대학교,MODSPLACE,4.61,798.0,1
서울시립대학교,MODSPLACE,4.61,365.0,1
서울시립대학교,MODSPLACE,4.61,67.0,3
서울시립대학교,MODSPLACE,4.61,17.0,1
서울시립대학교,MODSPLACE,4.61,512.0,1
서울시립대학교,MODSPLACE,4.61,122.0,1
서울시립대학교,MODSPLACE,4.61,280.0,1
서울시립대학교,MODSPLACE,4.61,71.0,1
서울시립대학교,MODSPLACE,4.61,578.0,2
서울시립대학교,MODSPLACE,4.61,336.0,1
서울시립대학교,MODSPLACE,4.61,300.0,1
서울시립대학교,MODSPLACE,4.61,106.0,1
서울시립대학교,MODSPLACE,4.61,847.0,3
서울시립대학교,MODSPLACE,4.61,393.0,1
서울시립대학교,MODSPLACE,4.61,36.0,1
서울시립대학교,MODSPLACE,4.61,508.0,1
서울시립대학교,MODSPLACE,4.61,25.0,1
서울시립대학교,MODSPLACE,4.61,285.0,1
서울시립대학교,MODSPLACE,4.61,60.0,1
서울시립대학교,MODSPLACE,4.61,263.0,1
서울시립대학교,MODSPLACE,4.61,93.0,1
서울시립대학교,MODSPLACE,4.61,189.0,1
서울시립대학교,MODSPLACE,4.61,62.0,1
서울시립대학교,MODSPLACE,4.61,900.0,4
서울시립대학교,MODSPLACE,4.61,501.0,3
서울시립대학교,MODSPLACE,4.61,176.0,1
서울시립대학교,MODSPLACE,4.61,74.0,1
서울시립대학교,MODSPLACE,4.61,501.0,2
서울시립대학교,MODSPLACE,4.61,47.0,1
서울시립대학교,MODSPLACE,4.61,22.0,1
서울시립대학교,MODSPLACE,4.61,61.0,4
서울시립대학교,MODSPLACE,4.61,61.0,3
서울시립대학교,MODSPLACE,4.61,67.0,2
서울시립대학교,MODSPLACE,4.61,90.0,1
서울시립대학교,MODSPLACE,4.61,17.0,1
서울시립대학교,MODSPLACE,4.61,311.0,1
서울시립대학교,MODSPLACE,4.61,157.0,1
서울시립대학교,MODSPLACE,4.61,401.0,3
서울시립대학교,MODSPLACE,4.61,401.0,2
서울시립대학교,MODSPLACE,4.61,578.0,1
서울시립대학교,MODSPLACE,4.61,32.0,1
서울시립대학교,MODSPLACE,4.61,58.0,1
서울시립대학교,MODSPLACE,4.61,847.0,2
서울시립대학교,MODSPLACE,4.61,8.0,4
서울시립대학교,MODSPLACE,4.61,379.0,2
서울시립대학교,MODSPLACE,4.61,401.0,1
서울시립대학교,MODSPLACE,4.61,8.0,3
서울시립대학교,MODSPLACE,4.61,29.0,1
서울시립대학교,MODSPLACE,4.61,201.0,1
서울시립대학교,MODSPLACE,4.61,61.0,2
서울시립대학교,MODSPLACE,4.61,8.0,2
서울시립대학교,MODSPLACE,4.61,61.0,1
서울시립대학교,MODSPLACE,4.61,60.0,1
서울시립대학교,MODSPLACE,4.61,236.0,2
서울시립대학교,MODSPLACE,4.61,471.0,1
서울시립대학교,MODSPLACE,4.61,900.0,2
서울시립대학교,MODSPLACE,4.61,102.0,1
서울시립대학교,MODSPLACE,4.61,214.0,2
서울시립대학교,스타벅스 외대정문점,4.49,563.0,1
서울시립대학교,스타벅스 외대정문점,4.49,197.0,4
서울시립대학교,스타벅스 외대정문점,4.49,197.0,2
서울시립대학교,스타벅스 외대정문점,4.49,197.0,3
서울시립대학교,스타벅스 외대정문점,4.49,44.0,1
서울시립대학교,스타벅스 외대정문점,4.49,167.0,1
서울시립대학교,스타벅스 외대정문점,4.49,946.0,26
서울시립대학교,스타벅스 외대정문점,4.49,287.0,4
서울시립대학교,스타벅스 외대정문점,4.49,683.0,6
서울시립대학교,스타벅스 외대정문점,4.49,346.0,8
서울시립대학교,스타벅스 외대정문점,4.49,683.0,5
서울시립대학교,스타벅스 외대정문점,4.49,764.0,1
서울시립대학교,스타벅스 외대정문점,4.49,876.0,1
서울시립대학교,스타벅스 외대정문점,4.49,346.0,7
서울시립대학교,스타벅스 외대정문점,4.49,287.0,3
서울시립대학교,스타벅스 외대정문점,4.49,579.0,4
서울시립대학교,스타벅스 외대정문점,4.49,346.0,6
서울시립대학교,스타벅스 외대정문점,4.49,762.0,1
서울시립대학교,스타벅스 외대정문점,4.49,613.0,1
서울시립대학교,스타벅스 외대정문점,4.49,921.0,1
서울시립대학교,스타벅스 외대정문점,4.49,218.0,1
서울시립대학교,스타벅스 외대정문점,4.49,444.0,1
서울시립대학교,스타벅스 외대정문점,4.49,549.0,1
서울시립대학교,스타벅스 외대정문점,4.49,877.0,1
서울시립대학교,스타벅스 외대정문점,4.49,362.0,2
서울시립대학교,스타벅스 외대정문점,4.49,635.0,5
서울시립대학교,스타벅스 외대정문점,4.49,753.0,1
서울시립대학교,스타벅스 외대정문점,4.49,306.0,1
서울시립대학교,스타벅스 외대정문점,4.49,946.0,1
서울시립대학교,스타벅스 외대정문점,4.49,863.0,9
서울시립대학교,스타벅스 외대정문점,4.49,683.0,4
서울시립대학교,스타벅스 외대정문점,4.49,635.0,4
서울시립대학교,스타벅스 외대정문점,4.49,536.0,1
서울시립대학교,스타벅스 외대정문점,4.49,683.0,3
서울시립대학교,스타벅스 외대정문점,4.49,670.0,1
서울시립대학교,스타벅스 외대정문점,4.49,566.0,2
서울시립대학교,스타벅스 외대정문점,4.49,36.0,1
서울시립대학교,스타벅스 외대정문점,4.49,67.0,3
서울시립대학교,스타벅스 외대정문점,4.49,711.0,1
서울시립대학교,스타벅스 외대정문점,4.49,892.0,3
서울시립대학교,스타벅스 외대정문점,4.49,392.0,2
서울시립대학교,스타벅스 외대정문점,4.49,815.0,12
서울시립대학교,스타벅스 외대정문점,4.49,880.0,1
서울시립대학교,바유케이크,4.62,74.0,1
서울시립대학교,바유케이크,4.62,74.0,2
서울시립대학교,바유케이크,4.62,2.0,1
서울시립대학교,바유케이크,4.62,19.0,1
서울시립대학교,바유케이크,4.62,84.0,1
서울시립대학교,바유케이크,4.62,17.0,1
서울시립대학교,바유케이크,4.62,13.0,1
서울시립대학교,바유케이크,4.62,399.0,1
서울시립대학교,바유케이크,4.62,586.0,1
서울시립대학교,바유케이크,4.62,13.0,1
서울시립대학교,바유케이크,4.62,123.0,1
서울시립대학교,바유케이크,4.62,26.0,1
서울시립대학교,바유케이크,4.62,25.0,1
서울시립대학교,바유케이크,4.62,155.0,1
서울시립대학교,바유케이크,4.62,630.0,1
서울시립대학교,바유케이크,4.62,17.0,1
서울시립대학교,바유케이크,4.62,432.0,1
서울시립대학교,바유케이크,4.62,75.0,1
서울시립대학교,바유케이크,4.62,211.0,1
서울시립대학교,바유케이크,4.62,211.0,1
서울시립대학교,바유케이크,4.62,214.0,1
